"","StationID","species","min.year","max.year","b.linear","SE.b.linear","pval.lin","AIC.linear","nobs.linear","r2.lin","best_linear","b.poly","SE.b.poly","pval.b.poly","c.poly","SE.c.poly","pval.c.poly","AIC.poly","nobs.poly","r2.poly","best_poly","vote","UCI","MOSout","UDI","organism.group","measure","transformation","Phylum.x","Class.x","Order.x","Family.x","Genus.x","Phylum.y","Class.y","Order.y","Family.y","Genus.y"
"56","400","Orchestia_gammarellus",2017,2023,0.00743027084668755,0.184448823015967,0.96942604025282,23.169900075657,7,-0.199610661074914,"lm",0.0393172976683226,1.09116017507889,0.972982885116701,-0.0216668633042905,1.09116017507889,0.985108682353392,25.169210103258,7,-0.499365530369545,"lm","no","400 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"57","400","Peringia_ulvae",2017,2023,0.170981847956483,0.0696866186300938,0.0576817724749293,9.54280787159082,7,0.455538635034262,"lm",1.34327789551469,1.07869151869094,0.21302716832713,-0.268978790531357,0.967031137018753,0.780897945492296,23.1262247591509,7,NA,"poisson","positive linear","400 Peringia_ulvae",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Hydrbiidae","Peringia","Mollusca","Gastropoda",NA,"Hydrbiidae","Peringia"
"58","400","Saldula_species",2017,2023,0.0160724828386841,0.0593852642805452,0.797478940234836,7.30333714709698,7,-0.182673792030737,"lm",0.0850475850850349,0.272077355914985,0.770213494109792,0.444545830603466,0.272077355914985,0.177619301706613,5.724464960096,7,0.113386476330559,"lm","no","400 Saldula_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Insecta","Hemiptera","Saldidae","Saldula","Arthropoda","Insecta","Hemiptera","Saldidae","Saldula"
"59","500","Linyphiidae_species",2017,2023,-0.0727529936689816,0.0624131103111326,0.296325495616152,7.99954643625365,7,0.0564232091195218,"lm",-0.384972656767171,0.347397855599119,0.329936093887686,0.250228709623519,0.347397855599119,0.511188827724121,9.14584457860139,7,-0.0440512882950648,"lm","no","500 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA,"Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"60","500","Orchestia_gammarellus",2017,2023,0.202327710936092,0.13680014575821,0.199201495617962,18.9859864634012,7,0.165211280535199,"lm",1.07061761294776,0.782162519801428,0.24289748720828,-0.415796048078532,0.782162519801428,0.623155838544533,20.5081306705651,7,0.0253707909029833,"lm","no","500 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"61","500","Peringia_ulvae",2017,2023,0.145258191917489,0.306309837316542,0.655329663769813,30.2710512930077,7,-0.148350759865298,"lm",0.76863410341728,1.76304307300543,0.685355333761963,-0.838043430902652,1.76304307300543,0.659338600538908,31.8864076361109,7,-0.358690337511013,"lm","no","500 Peringia_ulvae",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Hydrbiidae","Peringia","Mollusca","Gastropoda",NA,"Hydrbiidae","Peringia"
"62","500","Saldula_species",2017,2023,-0.00403928884828217,0.0685478921458595,0.955293239430591,9.31214866341256,7,-0.199167217951692,"lm",-0.0213739075322413,0.354067352051496,0.954759251532641,-0.395448015945025,0.354067352051496,0.326605982082624,9.41207521453501,7,-0.14262908035728,"lm","no","500 Saldula_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Insecta","Hemiptera","Saldidae","Saldula","Arthropoda","Insecta","Hemiptera","Saldidae","Saldula"
"63","600","Linyphiidae_species",2017,2023,-0.0242477334191464,0.200132675020108,0.908284109931026,24.3124187779693,7,-0.196487273184944,"lm",-0.128306944968135,0.92332521274385,0.896195808538108,-1.48233412952158,0.92332521274385,0.183670656422206,22.8309962621403,7,0.0904565701060913,"lm","no","600 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA,"Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"64","600","Peringia_ulvae",2017,2023,0.626083509268885,0.235443476751625,0.0449288358102844,26.5872836659638,7,0.502947883840964,"lm",3.31292253096815,1.33933246755149,0.0686836575232856,-0.765155193235212,1.33933246755149,0.598366904187585,28.0382275874749,7,0.425556439858833,"lm","positive linear","600 Peringia_ulvae",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Hydrbiidae","Peringia","Mollusca","Gastropoda",NA,"Hydrbiidae","Peringia"
"65","750","Linyphiidae_species",2018,2023,-0.0490330833446873,0.1759404441307,0.794296055225035,16.9163603134176,6,-0.226190783940916,"lm",-0.205120104061279,0.706334529223619,0.7904269424818,0.818613089403058,0.70633452922362,0.330344266375659,16.6963835196503,6,-0.129300461631922,"lm","no","750 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA,"Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"66","750","Orchestia_gammarellus",2018,2023,-0.102732012422519,0.218300616770041,0.662441651205967,19.5050907542084,6,-0.184423434676744,"lm",-0.429758841196608,0.899026201215673,0.665303283043444,-0.954524393787599,0.899026201215673,0.366255876838419,19.591062114014,6,-0.147899100233973,"lm","no","750 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"67","900","Linyphiidae_species",2017,2023,-0.0769158368783571,0.188003392829863,0.699387262721835,23.4371316088756,7,-0.161130305989409,"lm",-0.407000352525068,1.10564065676155,0.731441993192541,0.242019736052571,1.10564065676155,0.837446859474139,25.3537782050355,7,-0.434232488067073,"lm","no","900 Linyphiidae_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Arachnida","Araneae","Linyphiidae",NA,"Arthropoda","Arachnida","Araneae","Linyphiidae",NA
"68","900","Orchestia_gammarellus",2017,2023,0.081736176265263,0.0979452230946916,0.442027924205849,14.3084087154198,7,-0.0532958252163784,"lm",0.432507191030414,0.573566825972733,0.492768468340639,0.164747462390435,0.573566825972733,0.788199355340048,16.1654973832904,7,-0.29001232946047,"lm","no","900 Orchestia_gammarellus",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia","Arthropoda","Malacostraca","Amphipoda","Talitridae","Orchestia"
"69","900","Peringia_ulvae",2017,2023,0.251988203557638,0.171619710095113,0.20195656709446,22.1606260501241,7,0.161529578716152,"lm",1.33339623987124,0.87694131492709,0.203021553993398,1.02340666684128,0.87694131492709,0.308029532160004,22.1094160855687,7,0.218126579348467,"lm","no","900 Peringia_ulvae",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Hydrbiidae","Peringia","Mollusca","Gastropoda",NA,"Hydrbiidae","Peringia"
"70","900","Saldula_species",2017,2023,-0.112592348953304,0.13193812352795,0.432423457524467,18.4793541954347,7,-0.0474413418788309,"lm",-0.595782709717962,0.56725349818364,0.352847820435897,1.07236535602564,0.56725349818364,0.13168184863717,16.0105431113779,7,0.308510739745075,"lm","no","900 Saldula_species",NA,"OF001","macroinvertebrates","abundance","log1p","Arthropoda","Insecta","Hemiptera","Saldidae","Saldula","Arthropoda","Insecta","Hemiptera","Saldidae","Saldula"
"71","1000","Peringia_ulvae",2017,2023,0.0691787181778082,0.222982098662777,0.768890894863782,25.8259723785547,7,-0.177336057239482,"lm",0.366059368633647,0.692522612866715,0.625060733158629,2.24557164393362,0.692522612866715,0.0315961961360193,18.8040275243928,7,0.594425786890131,"lm","positive accelerating","1000 Peringia_ulvae",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Hydrbiidae","Peringia","Mollusca","Gastropoda",NA,"Hydrbiidae","Peringia"
"72","1050","Peringia_ulvae",2017,2023,0.543629543566768,0.237765995829268,0.0709674135326263,26.7247091828094,7,0.413355049837548,"lm",2.87661715525037,0.922249525836344,0.0355564706344067,2.12424030574463,0.922249525836344,0.0826363050516131,22.8146765563104,7,0.684779322193343,"lm","positive accelerating","1050 Peringia_ulvae",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Hydrbiidae","Peringia","Mollusca","Gastropoda",NA,"Hydrbiidae","Peringia"
"73","1100","Littorina_littorea",2017,2023,0.0109877207933364,0.0610781500639379,0.864297676603553,7.69685017307664,7,-0.192282923589705,"lm",0.0581415533893292,0.20021125078629,0.785943000472242,0.601612398780751,0.200211250786289,0.0397499835137692,1.43047792606875,7,0.542462704423102,"lm","positive accelerating","1100 Littorina_littorea",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Littorina","Mollusca","Gastropoda","Littorinimorpha","Littorinidae","Littorina"
"74","1100","Peringia_ulvae",2017,2023,0.349577692407548,0.269279662330485,0.250873123767969,28.4671981445707,7,0.102510100403896,"lm",1.84979127601224,1.28202361317829,0.222531297470023,1.89136906427186,1.28202361317829,0.214161058657682,27.425985832143,7,0.273465103263208,"lm","no","1100 Peringia_ulvae",NA,"OF001","macroinvertebrates","abundance","log1p","Mollusca","Gastropoda",NA,"Hydrbiidae","Peringia","Mollusca","Gastropoda",NA,"Hydrbiidae","Peringia"
