"","species","UCI","StationID","b.linear","SE.b.linear","pval.lin","AIC.linear","nobs.linear","r2.lin","min.year","max.year","b.poly","SE.b.poly","pval.b.poly","c.poly","SE.c.poly","pval.c.poly","AIC.poly","nobs.poly","r2.poly","pval.poly","vote","MOSout","UDI","organism.group","measure","Phylum","Class","Order","Family","Genus","origin","enter","DOI","lat","long"
"123","Delphineis sp.","HUIBGOT Delphineis sp.","HUIBGOT",-0.0170983160699064,0.0245168734967158,0.494974431438702,37.4545080457135,19,-0.0293725217228462,2000,2018,-0.40821670113197,0.598587362844016,0.505013193367203,-0.302535400503725,0.598587362844016,0.620158019342722,39.1535631712177,19,-0.0765213089524392,0.703008970490775,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Rhaponeidales","Rhaphoneidaceae","Delphineis","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"124","Delphineis sp.","BOCHTVWTM Delphineis sp.","BOCHTVWTM",0.0716880468150592,0.0896332504816331,0.444426950937118,34.6900620812563,11,-0.0373800338513186,2007,2018,0.788272227705577,1.04038354213902,0.470372589891475,0.288789797218946,1.04038354213902,0.788372992189619,36.5846242732702,11,-0.155919483414762,0.731257416649932,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Rhaponeidales","Rhaphoneidaceae","Delphineis","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"125","Delphineis sp.","DOOVBWT Delphineis sp.","DOOVBWT",0.0902164610746907,0.0450005747032705,0.0728051084168239,22.9948812438743,12,0.215359632687508,2007,2018,1.07883196485099,0.422902174017625,0.0311425776347782,1.13411098472944,0.422902174017625,0.0251345792079873,17.94759447677,12,0.515405673657271,0.015560611940342,"positive accelerating",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Rhaponeidales","Rhaphoneidaceae","Delphineis","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"126","Delphineis sp.","GROOTGND Delphineis sp.","GROOTGND",-0.0447427718465856,0.0507336478129019,0.390122399334668,65.0891629549786,19,-0.0125001977925807,2000,2018,-1.06821903677741,1.14775670049936,0.365838900861677,1.9656024956875,1.14775670049936,0.106101846211219,63.8912643789601,19,0.0908663029925448,0.181887084572127,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Rhaponeidales","Rhaphoneidaceae","Delphineis","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"127","Delphineis sp.","BOOMKDP Delphineis sp.","BOOMKDP",0.00194631913047659,0.070686769305417,0.978575231234448,33.8328769873958,12,-0.0999166104562956,2007,2018,0.0232745916515978,0.83350831442864,0.978332429274786,-0.944743714147747,0.833508314428641,0.286312886563623,34.2316614909691,12,-0.0694668563555054,0.548374427695306,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Rhaponeidales","Rhaphoneidaceae","Delphineis","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"128","Delphineis sp.","DANTZGT Delphineis sp.","DANTZGT",0.0294304961043703,0.0497592990938464,0.561997298645222,64.3522672277957,19,-0.0374746429820099,2000,2018,0.702643464027898,1.19655955417121,0.565251351441942,1.04127132098092,1.19655955417121,0.397047969705617,65.4736246096886,19,-0.0525015990069786,0.586897061237676,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Rhaponeidales","Rhaphoneidaceae","Delphineis","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"129","Delphineis sp.","MARSDND Delphineis sp.","MARSDND",0.0236016064850021,0.0229069841442273,0.317294963007694,34.8735576930922,19,0.00340871487520222,2000,2018,0.563480631737734,0.563397118654377,0.332125438944414,0.077278308140207,0.563397118654376,0.892611668371525,36.8512289451988,19,-0.0576345805568317,0.610189819312963,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Rhaponeidales","Rhaphoneidaceae","Delphineis","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"130","Delphineis sp.","ROTTMPT3 Delphineis sp.","ROTTMPT3",0.0220045452629003,0.0574418543410888,0.706411941697993,69.8081493271067,19,-0.0497618279838581,2000,2018,0.525351317662126,1.41114772514811,0.714564543581536,0.333757713069027,1.41114772514811,0.816034317846263,71.7418371645594,19,-0.111485952422676,0.907844874822793,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Rhaponeidales","Rhaphoneidaceae","Delphineis","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"131","Delphineis sp.","TERSLG10 Delphineis sp.","TERSLG10",0.123342314917789,0.0364006004724386,0.00375030773319612,48.1967765494421,18,0.381407071069247,2000,2018,2.80797598429826,0.825140435080473,0.00393326884025169,0.880152616998524,0.825140435080473,0.302988927265012,48.8807385924928,18,0.386688642744752,0.00999827516825669,"positive linear",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Rhaponeidales","Rhaphoneidaceae","Delphineis","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"132","Detonula pumila","Nney_W_2 Detonula pumila","Nney_W_2",-0.0313103480642819,0.0598058776070229,0.608791385997737,57.2688874004454,16,-0.0508553193755339,1999,2018,-0.672216110260977,1.29897507267971,0.613501575143643,-1.07041979406889,1.29897507267971,0.424772564245325,58.4542207583001,16,-0.0755108193119038,0.633190950927862,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Thalassiosirales","Skeletonemaceae","Detonula","NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"133","Dinophysis rotundata","TERSLG10 Dinophysis rotundata","TERSLG10",0.00903549921879021,0.0327650372359227,0.787062325591613,33.5910584092343,15,-0.0706599504882266,2000,2018,0.179804164213656,0.665007759817732,0.791462724084878,0.468827828071216,0.665007759817733,0.49426975420489,34.9823056415615,15,-0.113751920695377,0.756920135088728,"no",NA,"HLH001","phytoplankton","biomass","Myzozoa","Dinophyceae","Dinophysiales","Dinophysaceae","Dinophysis","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"134","Diploneis sp.","GROOTGND Diploneis sp.","GROOTGND",-0.0218240657936833,0.0377486026918383,0.57074796975123,53.8548089376262,19,-0.0384067081186232,2000,2018,-0.521042429392463,0.765997816763473,0.506093100319949,2.10232987318175,0.765997816763473,0.0143940004270821,48.5246229220651,19,0.249853767777887,0.0390793452305657,"negative to positive",TRUE,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Naviculales","Diploneidaceae","Diploneis","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"135","Ditylum brightwellii","JaBu_W_1 Ditylum brightwellii","JaBu_W_1",-0.0525716959692166,0.0518636143381354,0.324181001227239,72.280559541769,20,0.0014448527372436,1999,2018,-1.35569754715361,1.33931654889367,0.325618776392827,1.30508580692,1.33931654889367,0.343500146465882,73.1935405666343,20,-0.00136249489366169,0.393039731464411,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Lithodesmiales","Lithodesmiaceae","Ditylum","NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"136","Ditylum brightwellii","MARSDND Ditylum brightwellii","MARSDND",0.0627754548314964,0.0413891817332856,0.147714310846006,57.353509813056,19,0.0673775320317584,2000,2018,1.49874344225453,1.01584208953732,0.159519902254573,0.297710057757485,1.01584208953732,0.773237599633063,59.2517900891065,19,0.0143794646208396,0.34710252091879,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Lithodesmiales","Lithodesmiaceae","Ditylum","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"137","Ditylum brightwellii","BOOMKDP Ditylum brightwellii","BOOMKDP",0.209324886101313,0.105480262457566,0.0753076259592668,43.4392473758083,12,0.210802767514646,2007,2018,2.50316156801954,1.32904027001039,0.0922987797403185,0.114761904067535,1.32904027001039,0.933079186470254,45.4293098536837,12,0.123840058210171,0.223588508530217,"positive linear",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Lithodesmiales","Lithodesmiaceae","Ditylum","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"138","Ditylum brightwellii","TERSLG10 Ditylum brightwellii","TERSLG10",0.0937123593384201,0.0661903959769366,0.176005780737896,69.7229803488513,18,0.0557910569732742,2000,2018,2.13342886121119,1.52320696803677,0.181675026916136,1.23620570224385,1.52320696803677,0.429723227022945,70.949445720422,18,0.0352086554263523,0.298928981424321,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Lithodesmiales","Lithodesmiaceae","Ditylum","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"139","Ditylum brightwellii","WeMu_W_1 Ditylum brightwellii","WeMu_W_1",-0.0360986477133039,0.103287224058074,0.735737467580842,32.0037731664452,10,-0.108081173204666,2008,2018,-0.346997957754509,0.950992250668011,0.725975615246484,1.24710346697599,0.950992250668011,0.23110659534149,31.8070339230256,10,-0.0166239807672957,0.439597872234255,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Lithodesmiales","Lithodesmiaceae","Ditylum","NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"140","Ditylum brightwellii","DANTZGT Ditylum brightwellii","DANTZGT",0.00437788465664229,0.0509188384962862,0.932621299486776,58.0834078088378,17,-0.0661412605245713,2000,2018,0.102472650887461,1.23230931070819,0.934905591274317,0.217812697881671,1.23230931070819,0.862234966704044,60.0455143980065,17,-0.139750841975526,0.981128345740727,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Lithodesmiales","Lithodesmiaceae","Ditylum","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"141","Ditylum brightwellii","ROTTMPT3 Ditylum brightwellii","ROTTMPT3",-0.032921182705918,0.0847500415751339,0.703525974581728,68.6310880832248,16,-0.0600037249246685,2000,2018,-0.711385167596523,1.89937761129572,0.714044088895363,-0.232585287708335,1.89937761129572,0.904412708185827,70.6126435303019,16,-0.140227278674492,0.925726892812251,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Lithodesmiales","Lithodesmiaceae","Ditylum","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"142","Ditylum brightwellii","Nney_W_2 Ditylum brightwellii","Nney_W_2",-0.0158158496471244,0.0458984639319203,0.734400876790762,67.3931267077032,20,-0.0486381711607395,1999,2018,-0.407852708143966,1.1987536994507,0.737850725832131,0.887496750914935,1.1987536994507,0.469190508622702,68.7584600702717,20,-0.0756417115786139,0.722079676930986,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Lithodesmiales","Lithodesmiaceae","Ditylum","NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"143","Ditylum brightwellii","HUIBGOT Ditylum brightwellii","HUIBGOT",-0.0129368068296522,0.0706551744004861,0.857346439781432,60.9020798030527,16,-0.0688690268485008,2000,2017,-0.263364125114171,1.39450020358644,0.8531197092152,1.91960906920643,1.39450020358644,0.191895936250353,60.7249575965881,16,-0.00464971600511532,0.406568693275818,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Lithodesmiales","Lithodesmiaceae","Ditylum","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"144","Ditylum brightwellii","GROOTGND Ditylum brightwellii","GROOTGND",-0.0915513872577559,0.0334708587580725,0.0161043313691984,38.3109286954489,16,0.301728921969195,2000,2018,-1.94209820270984,0.729769531028178,0.0195879611496102,-0.366815270123494,0.729769531028178,0.623620543505975,40.0029550466676,16,0.262351804989788,0.0545831948982095,"negative linear",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Lithodesmiales","Lithodesmiaceae","Ditylum","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"145","Ditylum brightwellii","DOOVBWT Ditylum brightwellii","DOOVBWT",0.149583473096554,0.122269743331397,0.255992406377391,39.5403864039111,10,0.0523004753707317,2007,2018,1.77052751485272,1.53488385913366,0.286555888221759,-0.514546047840771,1.53488385913366,0.747270531549728,41.3811155521958,10,-0.0659714290229658,0.518924090659341,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Lithodesmiales","Lithodesmiaceae","Ditylum","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"146","Entomoneis sp.","GROOTGND Entomoneis sp.","GROOTGND",-0.0304767859882915,0.0477517776773214,0.531825976527432,62.7873866620762,19,-0.034046435692471,2000,2018,-0.727623292631951,1.15127899185292,0.536305434979783,-0.942527260091693,1.15127899185292,0.424996071061753,64.0077020459392,19,-0.0545016369257028,0.595878733932675,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Surirellales","Entomoneidaceae","Entomoneis","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"147","Eucampia zodiacus","Nney_W_2 Eucampia zodiacus","Nney_W_2",-0.0699035808599649,0.0406202141803426,0.102410989136374,62.5064938256147,20,0.0935771122108912,1999,2018,-1.80264515652291,1.07080866592653,0.110561434347703,0.507731388910216,1.07080866592653,0.64142101216283,64.243727761322,20,0.0527850272994876,0.245032073818407,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Hemiaulales","Hemiaulaceae","Eucampia","NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"148","Eucampia zodiacus","TERSLG10 Eucampia zodiacus","TERSLG10",0.0690255371373532,0.0540774056559952,0.218969200139593,67.5145928624792,19,0.033777559083066,2000,2018,1.64796211210896,1.27949001109267,0.216068456174959,-1.46410027330428,1.27949001109267,0.269336462064181,68.020049028916,19,0.0510477342161467,0.256291827067196,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Hemiaulales","Hemiaulaceae","Eucampia","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"149","Eucampia zodiacus","ROTTMPT3 Eucampia zodiacus","ROTTMPT3",-0.108995171866816,0.0568822491361833,0.0759917535806547,58.4259319563734,16,0.151182715202776,2000,2018,-2.55092948506992,1.32535968782403,0.0764306000748563,-1.40591821720483,1.32535968782403,0.308099705405645,59.0976875495411,16,0.158709815333619,0.128288122518582,"negative linear",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Hemiaulales","Hemiaulaceae","Eucampia","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"150","Eucampia zodiacus","HUIBGOT Eucampia zodiacus","HUIBGOT",0.060382780201536,0.0517195578182131,0.262507100207623,52.1648057104973,16,0.0236323361475294,2000,2017,1.2780625590715,1.13452491611552,0.280312215925957,-0.210104736993497,1.13452491611552,0.855936646970367,54.1226508163778,16,-0.0487062195177765,0.537388774156471,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Hemiaulales","Hemiaulaceae","Eucampia","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"151","Eucampia zodiacus","MARSDND Eucampia zodiacus","MARSDND",0.0157296930591027,0.046360533745687,0.738546138387809,61.6638116449711,19,-0.0517017695627886,2000,2018,0.375541274599887,1.10652248520678,0.738730792981869,1.11195144224548,1.10652248520678,0.329898559494465,62.5009530303626,19,-0.0510935747567824,0.580645240817519,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Hemiaulales","Hemiaulaceae","Eucampia","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"152","Eucampia zodiacus","BOOMKDP Eucampia zodiacus","BOOMKDP",0.0778155185166375,0.120138591253265,0.531757828962501,46.562179066388,12,-0.0557093817937389,2007,2018,0.930538260281591,1.39783815860156,0.522297796969289,1.74757784550863,1.39783815860156,0.242754425943682,46.6405848250286,12,0.000559240582391651,0.404325344818948,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Hemiaulales","Hemiaulaceae","Eucampia","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"153","Eucampia zodiacus","DANTZGT Eucampia zodiacus","DANTZGT",-0.0169954310133573,0.112442657196935,0.882179587417342,71.1679246678382,15,-0.0750338637798715,2000,2017,-0.344857914204093,2.34840791823419,0.885690610694342,-1.22217900100435,2.34840791823419,0.612232163172532,72.833131235204,15,-0.138914149182206,0.865496254153667,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Hemiaulales","Hemiaulaceae","Eucampia","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"154","Eunotogramma dubium","BOCHTVWTM Eunotogramma dubium","BOCHTVWTM",0.0881305943839378,0.0703435810585458,0.241829392897221,29.3586961772736,11,0.0538954045109389,2007,2018,0.969072293785005,0.820386492682709,0.271430942105923,-0.0170411339007048,0.820386492682709,0.983936213547954,31.3581029092216,11,-0.0643102664428226,0.525572887832895,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Anaulales","Anaulaceae","Eunotogramma","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"155","Eunotogramma dubium","MARSDND Eunotogramma dubium","MARSDND",0.0875279725166298,0.0232504893703805,0.0015452745126697,35.4391622891162,19,0.422557737636888,2000,2018,2.08970170228596,0.561455466182693,0.00185444214990098,0.441084212108296,0.561455466182693,0.443575850903454,36.7200422133573,19,0.40925487986123,0.00578070707508414,"positive linear",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Anaulales","Anaulaceae","Eunotogramma","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"156","Eunotogramma dubium","ROTTMPT3 Eunotogramma dubium","ROTTMPT3",0.0263024183524722,0.0334085110856683,0.442615082636933,46.2797476668604,18,-0.0228740841298409,2000,2018,0.618588543675233,0.805037658757001,0.454179655371724,-0.395228688067853,0.805037658757001,0.630570682111716,47.9928151957227,18,-0.0738112360519068,0.667232377722001,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Anaulales","Anaulaceae","Eunotogramma","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"157","Eunotogramma dubium","Bork_W_1 Eunotogramma dubium","Bork_W_1",-0.0291910331343013,0.102746303789452,0.782755808594586,36.6537213238283,11,-0.101234593262348,2008,2018,-0.306158138384832,0.9769770335488,0.762011910732639,1.67790402595496,0.9769770335488,0.124226072365939,35.2012297329281,11,0.0948439582305034,0.274950026826837,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Anaulales","Anaulaceae","Eunotogramma","NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"158","Eunotogramma dubium","DOOVBWT Eunotogramma dubium","DOOVBWT",0.0327123051112147,0.0516760041018192,0.540921160616395,26.3145198583024,12,-0.0576187661038721,2007,2018,0.391182274027985,0.643731175748484,0.558419577739484,0.298625186859253,0.643731175748484,0.653736862787204,28.0309622717911,12,-0.147689339158368,0.753414151006923,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Anaulales","Anaulaceae","Eunotogramma","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"159","Eunotogramma dubium","WeMu_W_1 Eunotogramma dubium","WeMu_W_1",-0.194070778021567,0.0751226396072626,0.0272575086460136,35.2936023307194,12,0.340285659037345,2007,2018,-2.32074896619856,0.929066168843695,0.033976630034704,-0.549183201513034,0.929066168843695,0.568990874503774,36.8365323237273,12,0.294378995160113,0.0844104004882484,"negative linear",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Anaulales","Anaulaceae","Eunotogramma","NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"160","Eunotogramma dubium","GROOTGND Eunotogramma dubium","GROOTGND",0.0464215480761994,0.0259074377063,0.0909784106158562,39.5509111581888,19,0.109379586678855,2000,2018,1.108299269918,0.637027904732896,0.101091122261061,0.104928121527341,0.637027904732896,0.871231226435668,41.5187203006784,19,0.0553177007995094,0.247210005242464,"positive linear",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Anaulales","Anaulaceae","Eunotogramma","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"161","Eunotogramma dubium","HUIBGOT Eunotogramma dubium","HUIBGOT",0.0171011887620973,0.0193590002391783,0.389357360000096,28.478750168219,19,-0.0123537996468124,2000,2018,0.408285285718035,0.476398740108591,0.404085756469346,-0.0154199024382896,0.476398740108591,0.974579208718344,30.4775061078838,19,-0.0755554858234242,0.697979035129662,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Anaulales","Anaulaceae","Eunotogramma","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"162","Eunotogramma dubium","BOOMKDP Eunotogramma dubium","BOOMKDP",0.165607685929199,0.0880625264706195,0.0968207015533752,29.6148682394776,10,0.219870148952434,2007,2017,1.65690469081547,0.90365334074359,0.10937264810741,0.702912042794974,0.903653340743589,0.462129935542824,30.7858319294428,10,0.179357029679779,0.207746753070491,"positive linear",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Anaulales","Anaulaceae","Eunotogramma","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"163","Eunotogramma dubium","DANTZGT Eunotogramma dubium","DANTZGT",0.0127941215402136,0.0208889358539529,0.548324178147603,31.369113534215,19,-0.0359631364209645,2000,2018,0.305455465185815,0.508531686498397,0.556479139938661,-0.300893708133477,0.508531686498397,0.562325234359759,32.9578548128943,19,-0.077141730012404,0.706256782661083,"no",NA,"HLH001","phytoplankton","biomass","Ochrophyta","Bacillariophyceae","Anaulales","Anaulaceae","Eunotogramma","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"164","Eutreptiella marina","WeMu_W_1 Eutreptiella marina","WeMu_W_1",-0.0825074702344408,0.0816868921980692,0.336288204005934,37.3041202017059,12,0.00183224790116221,2007,2018,-0.986645842316989,0.97987859761185,0.340282470895881,0.948984486680434,0.97987859761185,0.358112905551417,38.1145016479903,12,-0.00440136534180469,0.413434804217528,"no",NA,"HLH001","phytoplankton","biomass","Euglenozoa","Euglenoidea","Eutreptiida","Eutreptiaceae","Eutreptiella","NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"165","Eutreptiella marina","Nney_W_2 Eutreptiella marina","Nney_W_2",-0.146802839480693,0.0282344048495281,0.000107870955198316,37.7949413707663,17,0.619356507534917,1999,2018,-3.41213285612481,0.67803548910367,0.000183190975813313,0.154061477271763,0.67803548910367,0.823539202338142,39.7323658310317,17,0.593666122858678,0.000718187093286167,"negative linear",NA,"HLH001","phytoplankton","biomass","Euglenozoa","Euglenoidea","Eutreptiida","Eutreptiaceae","Eutreptiella","NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"166","Eutreptiella marina","Bork_W_1 Eutreptiella marina","Bork_W_1",-0.109172811260958,0.0527940628353238,0.0685970432050206,24.8697180617533,11,0.246772871423509,2007,2018,-1.30427141863796,0.622377953404027,0.0694081343194222,-0.693878480498593,0.622377953404027,0.29726955008377,25.2810866578104,11,0.266572455038868,0.11851922801115,"negative linear",NA,"HLH001","phytoplankton","biomass","Euglenozoa","Euglenoidea","Eutreptiida","Eutreptiaceae","Eutreptiella","NLWKN","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"167","Eutreptiella sp.","GROOTGND Eutreptiella sp.","GROOTGND",0.0265261200294,0.0416165529260478,0.532359837141101,57.5616912590839,19,-0.0341100947783044,2000,2018,0.63330243562938,0.881619327313996,0.482906396083067,2.08480980997311,0.881619327313996,0.0310164269716468,53.866702502746,19,0.185817212449911,0.0752584301604012,"positive accelerating",NA,"HLH001","phytoplankton","biomass","Euglenozoa","Euglenoidea","Eutreptiida","Eutreptiaceae","Eutreptiella","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"168","Eutreptiella sp.","BOOMKDP Eutreptiella sp.","BOOMKDP",-0.071279151810678,0.0640602660207453,0.291874232903405,31.4704581074111,12,0.0211848310689943,2007,2018,-0.852374682899606,0.804944225774869,0.317225832285275,-0.192092234904624,0.804944225774869,0.816729517979492,33.3947649983166,12,-0.0807338558174717,0.574855398728967,"no",NA,"HLH001","phytoplankton","biomass","Euglenozoa","Euglenoidea","Eutreptiida","Eutreptiaceae","Eutreptiella","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"169","Eutreptiella sp.","MARSDND Eutreptiella sp.","MARSDND",0.0301287500495673,0.0242115085399772,0.230237204568655,36.9782344747888,19,0.0295724898202975,2000,2018,0.719314048481684,0.593732505723441,0.243289063362838,-0.199894294514589,0.593732505723441,0.740738121627678,38.8441066319116,19,-0.0238261012834986,0.470532253197782,"no",NA,"HLH001","phytoplankton","biomass","Euglenozoa","Euglenoidea","Eutreptiida","Eutreptiaceae","Eutreptiella","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"170","Eutreptiella sp.","DOOVBWT Eutreptiella sp.","DOOVBWT",0.047797529575481,0.043766766265374,0.300402485528017,22.3276694224448,12,0.0172143511667334,2007,2018,0.571575321539592,0.535184187554409,0.313329661778465,-0.401756922111621,0.535184187554409,0.47200961758127,23.5988763547033,12,-0.0276385696249828,0.458253711510839,"no",NA,"HLH001","phytoplankton","biomass","Euglenozoa","Euglenoidea","Eutreptiida","Eutreptiaceae","Eutreptiella","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
"171","Eutreptiella sp.","BOCHTVWTM Eutreptiella sp.","BOCHTVWTM",0.0215904854935284,0.0905128442481014,0.816808763858048,34.9049012280378,11,-0.104130678169851,2007,2018,0.23740610678281,1.0336150470364,0.824100097981358,0.606737675596636,1.0336150470364,0.573388574868344,36.4410297484917,11,-0.190854611042699,0.823749034192519,"no",NA,"HLH001","phytoplankton","biomass","Euglenozoa","Euglenoidea","Eutreptiida","Eutreptiaceae","Eutreptiella","Rijkswaterstaat NL","Helmut Hillebrand","10.1007/s12526-023-01382-9",NA,NA
